feature,target,mean_abs_shap,mean_signed_shap,shap_share_within_target,pearson_r,pearson_abs_r,pearson_p_value,shap_rank_within_target,pearson_rank_within_target,combined_rank_within_target
A49,S1_VV_div_VH,0.07361451101078065,-0.019866521255368405,0.015644035957318583,-0.051654130997472514,0.051654130997472514,0.00963049465541355,14.0,59.0,36.5
A48,S1_VV_div_VH,0.03146091932189654,0.013420690175280027,0.006685852372910155,-0.39754652650794164,0.39754652650794164,7.548849070880315e-96,38.0,35.0,36.5
A35,S1_VV_div_VH,0.04037317553846226,-0.0031856330172320897,0.008579822118798597,0.22114763931688092,0.22114763931688092,3.4301392659373757e-29,24.0,51.0,37.5
A37,S1_VV_div_VH,0.07382819518184132,0.01680281744943928,0.01568944660814928,-0.017227639714271895,0.017227639714271895,0.38818742784455246,13.0,63.0,38.0
A07,S1_VV_div_VH,0.04534663369854078,0.007317976671737447,0.009636746320564925,0.16501232372652966,0.16501232372652966,8.668336192903719e-17,22.0,54.0,38.0
A17,S1_VV_div_VH,0.021049755647354982,0.0028512451378800508,0.004473345400498085,-0.44501217738787646,0.44501217738787646,2.067643169921539e-122,49.0,28.0,38.5
A15,S1_VV_div_VH,0.049750424855150625,0.007316158206153086,0.010572608914183686,0.06365246303603647,0.06365246303603647,0.0014165107169327117,20.0,58.0,39.0
A60,S1_VV_div_VH,0.01911896816258242,0.0025495593788191413,0.004063028080950867,-0.4748746392550326,0.4748746392550326,1.9869317085594752e-141,55.0,23.0,39.0
A45,S1_VV_div_VH,0.03634053569984444,0.0015379479080894806,0.007722833981921431,0.1644376886580478,0.1644376886580478,1.110268936445205e-16,26.0,55.0,40.5
A00,S1_VV_div_VH,0.021117268500996548,0.0013864882830862347,0.004487692755325928,-0.40699711751709416,0.40699711751709416,8.41934793987636e-101,48.0,33.0,40.5
A58,S1_VV_div_VH,0.026906360127024912,-0.0005169690725521968,0.005717949620640658,0.35935981665620387,0.35935981665620387,2.0463574670839996e-77,42.0,40.0,41.0
A19,S1_VV_div_VH,0.025857163821894905,0.001677213417692761,0.005494981832111358,-0.3742081060115545,0.3742081060115545,2.730219920956315e-84,43.0,39.0,41.0
A36,S1_VV_div_VH,0.018601373476000823,-0.004045875942351171,0.00395303251381311,0.45506516549473486,0.45506516549473486,1.3295441558251287e-128,56.0,26.0,41.0
A34,S1_VV_div_VH,0.017440696405869646,-0.004223874593294008,0.003706373620469266,-0.47446206303038374,0.47446206303038374,3.7498566479402967e-141,60.0,24.0,42.0
A20,S1_VV_div_VH,0.035518833197051736,0.0034719268845936325,0.007548211569527423,0.14267401883523112,0.14267401883523112,6.840268846549187e-13,29.0,56.0,42.5
A22,S1_VV_div_VH,0.027435567571004384,-0.002153324797848731,0.005830413048962325,0.26659007647303434,0.26659007647303434,4.0604313880054954e-42,41.0,47.0,44.0
A47,S1_VV_div_VH,0.02501152848012235,-0.0007001640375557292,0.005315273381809597,0.31605433574234176,0.31605433574234176,2.3144385541865903e-59,46.0,45.0,45.5
A08,S1_VV_div_VH,0.035458489692024066,-0.0002502660755732529,0.007535387794031513,-0.0059569700858676695,0.0059569700858676695,0.7654306531963715,30.0,64.0,47.0
A05,S1_VV_div_VH,0.019442722421369175,-0.001112250703020959,0.0041318300494248995,0.34629608354315167,0.34629608354315167,1.1584381938845667e-71,53.0,41.0,47.0
A13,S1_VV_div_VH,0.012330815270405191,0.0023554770308665,0.0026204577714986337,-0.4216442019401121,0.4216442019401121,8.440264037388119e-109,64.0,31.0,47.5
A38,S1_VV_div_VH,0.0182562274577223,-0.00497246347261642,0.003879684519697061,0.27736680643164136,0.27736680643164136,1.38837954453083e-45,57.0,46.0,51.5
A28,S1_VV_div_VH,0.019988538601460826,0.003620233121136185,0.004247823049041369,-0.07002631402670188,0.07002631402670188,0.00044546117143435816,50.0,57.0,53.5
A16,S1_VV_div_VH,0.01682081399613568,0.0022970469927910014,0.003574640588842292,0.22672367856983533,0.22672367856983533,1.2365339420243478e-30,61.0,50.0,55.5
A33,S1_VV_div_VH,0.013538785604320744,0.0003225753553983225,0.002877167095240274,-0.24357061849090084,0.24357061849090084,3.103476865707099e-35,63.0,48.0,55.5
A54,S1_VV_div_VH,0.019966000354031,0.002320921397778419,0.004243033379880142,-0.03818462925519444,0.03818462925519444,0.05572602094259475,51.0,61.0,56.0
A51,S1_VV_div_VH,0.019290660278987733,-0.0036139798616333925,0.00409951487690662,0.036413762578203265,0.036413762578203265,0.06809378066076519,54.0,62.0,58.0
