target,r2,rmse,mae,pearson_r_observed_vs_predicted
S1_VV,0.9695519437928699,1.0493012314593524,0.6738376979740918,0.9847773223455114
S1_VH,0.9779981415043278,1.1223616030303047,0.8406404969010246,0.9889431056375182
S1_VV_div_VH,0.8272323017139036,1.065731799334066,0.8301354747653196,0.9098512215551444
