band,count,r2,rmse,mae,pearson_r
S1_VV,1263184,0.9677980192098509,1.112131970342444,0.710568525711476,0.9837799818410431
S1_VH,1263184,0.9735530446752857,1.2567334352682251,0.9003199224096602,0.9866890537129331
S1_VV_div_VH,1263184,0.7893464549630144,1.2114086127332833,0.8895365289124616,0.888868908690602
