feature_set,approach,prediction_file,r2,rmse,mae,plot_file
embedding_only,direct_prediction,test_predictions_embedding_only_S1_VV_div_VH.csv,0.7070277249582746,1.1386321094364258,0.7962948192134023,comparison_true_vs_pred_embedding_only_direct_s1_vv_minus_vh.svg
embedding_only,structural_prediction,test_predictions_embedding_only_S1_VV_div_VH_structural_from_vv_minus_vh.csv,0.6678314824948655,1.2124096909694935,0.8633057963011694,comparison_true_vs_pred_embedding_only_structural_s1_vv_minus_vh.svg
embedding_plus_context,direct_prediction,test_predictions_embedding_plus_context_S1_VV_div_VH.csv,0.6989116158454656,1.154295932951863,0.7984806690862741,comparison_true_vs_pred_embedding_plus_context_direct_s1_vv_minus_vh.svg
embedding_plus_context,structural_prediction,test_predictions_embedding_plus_context_S1_VV_div_VH_structural_from_vv_minus_vh.csv,0.6765296451467392,1.1964303118871102,0.8377596294504854,comparison_true_vs_pred_embedding_plus_context_structural_s1_vv_minus_vh.svg
