region,n,mae,bias,rmse
sf_bay_urban,216,0.836035306410122,-0.005218220483762349,1.147571105046827
california_coast,216,0.8297356783111108,-0.01208612887287339,1.0924125216721154
iowa_ag,216,0.7774366308369847,-0.20255323615347545,1.2292935227210784
amazon_forest,216,0.7611282496313758,0.1067055411054504,1.0702626581692858
