trial,objective,metric,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,random_state,n_jobs,verbosity,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_best_iteration_mean,cv_best_iteration_std
3,regression,rmse,5000,0.025815006344207535,103,4,44,0.836965827544817,0.5232252063599989,0.071587143831198,0.0007122305833333872,42,1,-1,0.6956194371987953,0.0967966963739718,1.0497137681121902,0.06356942623375236,0.7920815176336862,0.042106075332826905,799.25,185.26248271034262
10,regression,rmse,5000,0.06804270281850003,8,5,6,0.8262452362725613,0.7134064476916571,3.235444438857017,0.00011462067932126185,42,1,-1,0.6918298533794114,0.10763981972395763,1.0502786801896578,0.05903458481732086,0.79094737786933,0.032830379886420215,541.25,292.87315940522785
7,regression,rmse,5000,0.012020338353108924,31,3,29,0.7554709158757927,0.6356745158869479,0.7838134236608695,0.0060780830996819525,42,1,-1,0.6926052168141759,0.09906712497161752,1.0540174950894905,0.06129721160395548,0.7956441962145623,0.03884298857887695,2193.25,496.32719802565725
17,regression,rmse,5000,0.027399457336247504,109,4,18,0.8131805164203727,0.5136095131955984,0.20318681439476083,0.0023979212664447204,42,1,-1,0.6923159798410065,0.09578341756740524,1.0565549243419627,0.060762573383736806,0.7897060864345227,0.03583669235898687,808.0,265.08394896711496
11,regression,rmse,5000,0.06491020075363231,8,5,6,0.8279679066657979,0.7171781358782057,4.328697817042932,0.0001133803914622668,42,1,-1,0.6895548481978708,0.10412798022487045,1.0565585995179922,0.05512155760203689,0.7924292733713082,0.03184287361542105,473.75,194.9863777293173
19,regression,rmse,5000,0.04562133049067954,25,5,39,0.7536194861047903,0.7614762601959056,0.010894240045126761,0.06637409132936758,42,1,-1,0.6888601489253163,0.09998067000862017,1.0602599090532632,0.05825741182128819,0.7982174938339885,0.0394444424857717,340.25,119.70876116642424
15,regression,rmse,5000,0.02408342056483025,12,7,17,0.7889287846668807,0.7895268649783952,0.052888771819734566,0.0002861870342812479,42,1,-1,0.688872077228315,0.09983215955073389,1.0607853597072507,0.05949138851477804,0.795097993310105,0.03720414869730389,984.25,393.64157237263447
1,regression,rmse,5000,0.034902854606300035,93,3,78,0.9329770563201687,0.6061695553391381,0.0007151383480402494,0.0008260808399079611,42,1,-1,0.6853743225453325,0.10904956129119231,1.0616849398436654,0.04754590360370434,0.8040931646366379,0.031085554205159058,971.5,291.8274318839817
5,regression,rmse,5000,0.012888771013236352,67,3,74,0.7035119926400067,0.831261142176991,0.0029155533757373392,0.039841905944346875,42,1,-1,0.6855414425913321,0.1082376980365437,1.061738158665189,0.046829485792130275,0.8076991985238818,0.028591553077573852,2274.5,469.965158283037
2,regression,rmse,5000,0.018826002986047252,71,6,27,0.8447411578889518,0.569746930326021,0.002359277035307129,0.0067890532716984855,42,1,-1,0.688028423397795,0.09832082951339655,1.063054180383655,0.06729889932644183,0.7959314634896824,0.047040956681995726,1005.75,321.047796285849
16,regression,rmse,5000,0.05067158462941998,54,4,38,0.9980912754488142,0.9177370955896074,0.027321976626180973,0.14028357089863855,42,1,-1,0.6870984768921987,0.10082597973745883,1.0631979751452985,0.06208729846093071,0.8031728452855011,0.04196468887473989,543.0,168.36121881240942
18,regression,rmse,5000,0.015878108619745087,83,7,52,0.8776188711783723,0.6601698676289585,1.8310883067311292,0.00042209006111711795,42,1,-1,0.685466281112846,0.104034186695766,1.0643359957236302,0.05820542561122579,0.7972175086889083,0.03678084700165215,1050.0,426.52725587000884
9,regression,rmse,5000,0.01011549101545285,106,8,60,0.9085081386743783,0.5370223258670452,0.0048352585996829555,0.00037961668958008145,42,1,-1,0.6869900056471507,0.0997746297928415,1.0644241997252348,0.06106708799612068,0.7991938116990547,0.04097229168107817,1448.5,502.14166327840195
4,regression,rmse,5000,0.011448469784568732,122,10,66,0.7218455076693483,0.5488360570031919,0.16413094407760043,0.015876781526923997,42,1,-1,0.6855486911775348,0.10282777352836618,1.0652195000714064,0.06160757782920809,0.8006449043031273,0.040760688304378054,1431.25,597.8830884880421
0,regression,rmse,5000,0.021789307659775742,123,8,50,0.6624074561769746,0.5779972601681014,0.00018747059221802545,2.142302175774105,42,1,-1,0.6829830929276369,0.1038390767017906,1.0693761541008873,0.06002803448688335,0.8029160532069631,0.03564203273182689,584.75,196.4782112601802
8,regression,rmse,5000,0.01793532053620138,73,4,65,0.6298202574719083,0.9934434683002586,0.42535839337376785,0.0009853225172032562,42,1,-1,0.682437802333979,0.1038598828481353,1.0704407002316045,0.058667355534959484,0.8073586947216694,0.03501829549694351,1415.25,576.2895864927632
12,regression,rmse,5000,0.07850072091925547,48,5,5,0.8612012640576855,0.7159779624208232,4.775137418058876,0.18340281663501531,42,1,-1,0.6806462988707089,0.10440892101089637,1.0732481444425097,0.05962768299976812,0.8026342888158264,0.03548715175185922,252.0,70.44501401802685
14,regression,rmse,5000,0.03940304087407744,88,6,44,0.8919339318126805,0.673348442565538,1.0315969057059144,0.0021102182849393578,42,1,-1,0.6826203864320896,0.09841173491505238,1.0732562927308853,0.06512473154774596,0.8070806650344936,0.042080461961335726,372.5,111.21488209767612
13,regression,rmse,5000,0.04734176700182403,99,5,31,0.78826226595959,0.8304278626461433,0.020042120254602978,0.00010287422816518704,42,1,-1,0.6806644532462943,0.09699066780483395,1.0777278746455183,0.06398661371805371,0.8092926708297989,0.042440230843245705,307.5,35.471819801075895
6,regression,rmse,5000,0.031169409812378798,30,10,63,0.9757995766256756,0.9474136752138245,0.0644932207737863,4.067908494359543,42,1,-1,0.6796228965515124,0.09953469501158742,1.0783439647401583,0.06393946676709518,0.812985509319555,0.04217615690434415,454.75,50.76108253376793
