trial,objective,metric,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,random_state,n_jobs,verbosity,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_best_iteration_mean,cv_best_iteration_std
19,regression,rmse,5000,0.0155343466849326,25,3,40,0.9276269504938004,0.6228013313768587,0.021064220053368873,1.1985307654447117,42,1,-1,0.9104132961513778,0.008601894313919996,1.1430912904840047,0.043837072171347906,0.8272036774374738,0.04109383851360259,4290.0,513.0190054958978
7,regression,rmse,5000,0.012020338353108924,31,3,29,0.7554709158757927,0.6356745158869479,0.7838134236608695,0.0060780830996819525,42,1,-1,0.9099760111513944,0.00720398286042473,1.146597124562935,0.04060594851785621,0.8338469718324211,0.041838610711478645,4893.25,177.413887562389
1,regression,rmse,5000,0.034902854606300035,93,3,78,0.9329770563201687,0.6061695553391381,0.0007151383480402494,0.0008260808399079611,42,1,-1,0.9097732449331601,0.009145354219379825,1.147165927645045,0.05242537934653479,0.8362775952222197,0.04326297383026216,2500.25,193.50759029040697
3,regression,rmse,5000,0.025815006344207535,103,4,44,0.836965827544817,0.5232252063599989,0.071587143831198,0.0007122305833333872,42,1,-1,0.9097180464166474,0.007491310851078603,1.1483234122256023,0.04682966789240968,0.8348663933142016,0.039782485578454214,2434.75,109.30319071280582
9,regression,rmse,5000,0.01011549101545285,106,8,60,0.9085081386743783,0.5370223258670452,0.0048352585996829555,0.00037961668958008145,42,1,-1,0.9091602008462338,0.009155578868788353,1.1512233061058577,0.05499764143592678,0.8255297298019199,0.047673465110136336,4410.0,380.8694001885686
4,regression,rmse,5000,0.011448469784568732,122,10,66,0.7218455076693483,0.5488360570031919,0.16413094407760043,0.015876781526923997,42,1,-1,0.9082557756074626,0.00905300751415301,1.1570065494698054,0.05456527160801071,0.8294660709095524,0.04986670155748363,4205.5,974.9514090455996
11,regression,rmse,5000,0.04704308583989069,44,3,27,0.9687557027925864,0.6773392955135671,0.0002082981457429127,0.002911492574913863,42,1,-1,0.9078554856568952,0.008609546791551083,1.1600274368794055,0.05881382892098795,0.846172008722175,0.05320085090695269,1258.25,69.84760196313113
5,regression,rmse,5000,0.012888771013236352,67,3,74,0.7035119926400067,0.831261142176991,0.0029155533757373392,0.039841905944346875,42,1,-1,0.9073958777500646,0.00709577273634057,1.1633293090587533,0.04757286309624157,0.8469719337950592,0.047974107030812584,4736.0,443.41684677062057
13,regression,rmse,5000,0.04297470648428651,34,3,10,0.8056891692692756,0.7855362483858803,0.7028850422292259,0.07946275157033375,42,1,-1,0.906650522678814,0.008949624355072046,1.166997706800648,0.04924618048989717,0.8490351032500464,0.04526987999022077,1770.75,517.5603225711956
15,regression,rmse,5000,0.014918263721993218,12,4,79,0.8964612764719793,0.7484013472879432,0.0008089671290855113,0.00010405186870278914,42,1,-1,0.906051370844223,0.0075356404293214245,1.1717554691864707,0.05260682535473703,0.8506943413757897,0.05166529540663071,3691.25,1054.0899807416822
0,regression,rmse,5000,0.021789307659775742,123,8,50,0.6624074561769746,0.5779972601681014,0.00018747059221802545,2.142302175774105,42,1,-1,0.9059861937880738,0.00787446036813091,1.1717696685267496,0.04731658915972475,0.8381800586030831,0.04348320626210432,2522.25,995.2704092356007
2,regression,rmse,5000,0.018826002986047252,71,6,27,0.8447411578889518,0.569746930326021,0.002359277035307129,0.0067890532716984855,42,1,-1,0.9057811300622991,0.007910954412580095,1.1731939857508582,0.051876311340567735,0.8439276871352033,0.05366343004214478,1752.75,551.5602301653012
10,regression,rmse,5000,0.07137454446124092,8,6,6,0.7681616032737589,0.6901464801259053,3.6509215470185543,0.2414692864254169,42,1,-1,0.9058354434152034,0.0028944290152651568,1.1738810481745068,0.023250874596816892,0.8516815064294833,0.028902525997707824,976.75,36.663162711364656
16,regression,rmse,5000,0.0252731592226253,87,8,51,0.9994342282512375,0.6132131734458759,0.02351195394468,0.15752240409654472,42,1,-1,0.905075814795048,0.008524060621926769,1.177158654034828,0.04933373613032963,0.843223837026263,0.04587489002110205,1572.0,373.78670388337787
12,regression,rmse,5000,0.035346143650177034,87,5,33,0.8917549317750566,0.6608835888001324,4.698421964595452,0.00016806236491505747,42,1,-1,0.9029339147977176,0.010102071215216387,1.189950972476679,0.061399367098068945,0.8537080632537457,0.05937369548240329,873.0,9.137833441248533
8,regression,rmse,5000,0.01793532053620138,73,4,65,0.6298202574719083,0.9934434683002586,0.42535839337376785,0.0009853225172032562,42,1,-1,0.9030631696678201,0.00776693813118452,1.190256550841013,0.052368076880716846,0.855867525051727,0.04439523654643567,2719.5,220.3605000901931
6,regression,rmse,5000,0.031169409812378798,30,10,63,0.9757995766256756,0.9474136752138245,0.0644932207737863,4.067908494359543,42,1,-1,0.9015404635427199,0.010270596521146681,1.1983185455265473,0.05694300047860428,0.8649084803191888,0.049107174829761825,1658.25,357.01986989522027
14,regression,rmse,5000,0.05442808046906034,52,5,17,0.7592458533791713,0.651723150444279,0.012975830547813176,0.0033582818968329636,42,1,-1,0.9015594348623945,0.008320462200566038,1.1990489039776246,0.04999492490232617,0.8614289319033039,0.055029956631910855,1107.75,234.9312399405409
17,regression,rmse,5000,0.07041333293984327,60,5,35,0.6011437115599273,0.7328536922673499,0.0006394803329056955,0.001574637639680435,42,1,-1,0.9005371630319807,0.008217127530234132,1.2057435106538497,0.05838640109716233,0.8660447305779095,0.04799449756269801,915.75,243.6507490240898
18,regression,rmse,5000,0.03547677433929593,89,7,15,0.8571389722362222,0.8268548079220718,0.9736378058551489,0.010633722907783031,42,1,-1,0.8924722745510337,0.010725014156625343,1.2532723968903274,0.0730093339824075,0.9022537237755661,0.06162742286092475,897.0,93.2925506136476
