feature_set,target,model_name,fraction,seed,n_train,train_r2,train_rmse,valid_r2,valid_rmse
embedding_only,S1_VV_div_VH,ridge,0.2,33,396,0.7810471367210762,0.9338595401634927,0.6537337812575126,1.237870539693526
embedding_only,S1_VV_div_VH,ridge,0.4,13,792,0.7507654555459298,0.9894258394858546,0.6735692029618832,1.201892783893178
embedding_only,S1_VV_div_VH,ridge,0.4,23,792,0.7495180620775622,1.0255508504572306,0.6947181999675183,1.162306380472394
embedding_only,S1_VV_div_VH,ridge,0.4,33,792,0.763727600721237,0.9581306684641325,0.6832569131254327,1.183923762702905
embedding_only,S1_VV_div_VH,ridge,0.6,13,1224,0.7569401677082637,0.9960034303648776,0.6956107480715344,1.1606060273314522
embedding_only,S1_VV_div_VH,ridge,0.6,23,1224,0.753920439409141,1.0149757525611305,0.6993196242628539,1.153513567803478
embedding_only,S1_VV_div_VH,ridge,0.6,33,1224,0.761514660682024,0.9889915127869846,0.6994124661591082,1.1533354672956546
embedding_only,S1_VV_div_VH,ridge,0.8,13,1620,0.7542254067944371,1.0102221103247337,0.7047421642142806,1.1430648787324666
embedding_only,S1_VV_div_VH,ridge,0.8,23,1620,0.7545595750540178,1.0085524391977443,0.7051116598386642,1.1423494198339763
embedding_only,S1_VV_div_VH,ridge,0.8,33,1620,0.7687178531424387,0.9790018808973358,0.702395909039983,1.1475975526853492
embedding_only,S1_VV_div_VH,ridge,1.0,13,2016,0.7597206291913964,1.0072287777645206,0.7076767734055887,1.1373701518579107
embedding_only,S1_VV_div_VH,ridge,1.0,23,2016,0.7597206291913964,1.0072287777645206,0.7076767734055887,1.1373701518579107
embedding_only,S1_VV_div_VH,ridge,1.0,33,2016,0.7597206291913964,1.0072287777645206,0.7076767734055887,1.1373701518579107
embedding_only,S1_VV_div_VH,lightgbm,0.1,13,216,0.9353694603726252,0.46188616086591866,0.5354008135737777,1.4338687094206737
embedding_only,S1_VV_div_VH,lightgbm,0.1,23,216,0.9468597561730024,0.46530521607992403,0.573862601619721,1.3732353989767112
embedding_only,S1_VV_div_VH,lightgbm,0.1,33,216,0.9552666551581308,0.42319506680655866,0.5523977628019655,1.407395925096074
