trial,objective,metric,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,random_state,n_jobs,verbosity,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_best_iteration_mean,cv_best_iteration_std
7,regression,rmse,5000,0.012020338353108924,31,3,29,0.7554709158757927,0.6356745158869479,0.7838134236608695,0.0060780830996819525,42,1,-1,0.9401747477168887,0.006972796611523348,1.2113763301649265,0.0828414499165656,0.910201610069855,0.05652625962639524,4736.0,452.64500439085816
1,regression,rmse,5000,0.034902854606300035,93,3,78,0.9329770563201687,0.6061695553391381,0.0007151383480402494,0.0008260808399079611,42,1,-1,0.9398531895697003,0.0054562139498387065,1.2156627104582927,0.07415066407079404,0.9163276101353923,0.045649082718971966,2431.5,238.33222610465418
19,regression,rmse,5000,0.0155343466849326,25,3,40,0.9276269504938004,0.6228013313768587,0.021064220053368873,1.1985307654447117,42,1,-1,0.9395213742500996,0.007043359416734357,1.2182392489568683,0.08625725954755671,0.9169239128238974,0.05360517240022305,3937.5,747.9750998529296
3,regression,rmse,5000,0.025815006344207535,103,4,44,0.836965827544817,0.5232252063599989,0.071587143831198,0.0007122305833333872,42,1,-1,0.9394713133891918,0.006934985179359025,1.2185520957712852,0.08240121784534096,0.9193547391461465,0.05226792610706446,1993.0,449.21542716162367
11,regression,rmse,5000,0.04704308583989069,44,3,27,0.9687557027925864,0.6773392955135671,0.0002082981457429127,0.002911492574913863,42,1,-1,0.9394499275413017,0.007020069936326328,1.2188599881035225,0.08485928582314604,0.9136971665452868,0.054581694595154655,1579.75,196.03236339951624
13,regression,rmse,5000,0.04297470648428651,34,3,10,0.8056891692692756,0.7855362483858803,0.7028850422292259,0.07946275157033375,42,1,-1,0.9382636123637862,0.008152697477875104,1.2300695994917592,0.09304007227148219,0.9268662565964518,0.06388732091011101,1780.25,487.1356972138256
9,regression,rmse,5000,0.01011549101545285,106,8,60,0.9085081386743783,0.5370223258670452,0.0048352585996829555,0.00037961668958008145,42,1,-1,0.938213205462713,0.006888399448509581,1.23120733756298,0.0811326067844343,0.9169617657728767,0.046780903272109764,3580.75,972.5850541212321
5,regression,rmse,5000,0.012888771013236352,67,3,74,0.7035119926400067,0.831261142176991,0.0029155533757373392,0.039841905944346875,42,1,-1,0.9377170929803305,0.005764464905751316,1.2369657392043645,0.0754030610435967,0.9302545946790605,0.047928104643346035,4993.75,7.46240577829965
4,regression,rmse,5000,0.011448469784568732,122,10,66,0.7218455076693483,0.5488360570031919,0.16413094407760043,0.015876781526923997,42,1,-1,0.9376852645259739,0.00643351162628839,1.2369710513059287,0.08046376111069892,0.9214613923145718,0.04786218968342347,3248.0,917.0877820579664
0,regression,rmse,5000,0.021789307659775742,123,8,50,0.6624074561769746,0.5779972601681014,0.00018747059221802545,2.142302175774105,42,1,-1,0.9370663077355171,0.0077802768576213455,1.2421821670102275,0.08859173571937512,0.9308180571388215,0.056291297558401926,1723.25,527.8884233434183
16,regression,rmse,5000,0.0252731592226253,87,8,51,0.9994342282512375,0.6132131734458759,0.02351195394468,0.15752240409654472,42,1,-1,0.9370192221221526,0.00805970304986242,1.2426202448852757,0.09248010772851517,0.9277159352732383,0.055735013202498046,1695.75,555.0087274088579
2,regression,rmse,5000,0.018826002986047252,71,6,27,0.8447411578889518,0.569746930326021,0.002359277035307129,0.0067890532716984855,42,1,-1,0.9367479684529322,0.00899007033356493,1.24481955301604,0.10111919643368525,0.9251663632509391,0.06380457619352714,2044.0,714.9073366528
15,regression,rmse,5000,0.014918263721993218,12,4,79,0.8964612764719793,0.7484013472879432,0.0008089671290855113,0.00010405186870278914,42,1,-1,0.9366797755397807,0.0057781779195165296,1.2473111624253856,0.07607416979981295,0.936176739801786,0.046047517561001935,3326.5,672.7750366950307
10,regression,rmse,5000,0.07137454446124092,8,6,6,0.7681616032737589,0.6901464801259053,3.6509215470185543,0.2414692864254169,42,1,-1,0.9358998798258651,0.0070857226090191424,1.2539219090448006,0.08055373959469057,0.9393557030710222,0.044007293706723,1057.25,66.3791194578536
