actual_bin,n,mae,bias,rmse
"(2.854, 5.932]",173,0.8148882752906532,0.6117434098896982,1.1033472129965638
"(5.932, 6.724]",173,0.6652820329233852,0.27444546945276704,0.9315045007807451
"(6.724, 7.65]",172,0.5794998598248077,0.04670391512445664,0.7535409622752575
"(7.65, 9.014]",173,0.5847456580088443,-0.1087181308467819,0.7869499347273946
"(9.014, 18.269]",173,1.3597231724539107,-0.9651812397836212,1.7838896546711538
